depth,RPM,Flow,WOB,ROP,well
451.32,96.33,3.44885,7.48753,8.42,A
451.63,87.17,3.25973,5.98186,5.07,A
451.94,78.63,3.27442,7.11111,13.6,A
452.25,73.69,3.26128,7.33787,19.6,A
452.57,79.21,3.27366,6.94331,17.49,A
452.88,97.7,3.36023,7.78685,12.13,A
453.19,96.91,3.33252,7.78685,14.12,A
453.5,98.71,3.34108,7.73243,13.28,A
453.81,88.24,3.33177,7.93651,12.22,A
454.12,73.63,3.33021,7.75057,14.68,A
454.43,86.35,3.33794,7.65533,14.95,A
454.75,89.68,3.34108,7.97732,13.37,A
455.06,87.91,3.33097,7.58277,11.48,A
455.37,87.85,3.33642,8.04989,13.06,A
455.69,92.97,3.34649,7.07483,19.62,A
456,81.32,3.31704,7.56009,11.15,A
456.32,96.18,3.3217,7.73243,17.23,A
456.64,85.07,3.32635,7.46939,19.63,A
456.95,93.31,3.32942,7.8458,9.62,A
457.26,93.34,3.33018,7.33787,8.2,A
457.57,88.52,3.31772,7.31973,4.07,A
457.88,89.98,3.30686,8.80272,10.83,A
458.19,88.7,3.32696,5.39683,8.92,A
458.5,84.61,3.31844,7.88209,8.09,A
458.81,85.13,3.31844,7.88209,15.01,A
459.13,96.63,3.30606,2.80272,25.27,A
459.44,89.07,3.28748,7.03401,12.26,A
459.75,78.81,3.28365,8.44444,8.67,A
460.06,82.05,3.28672,6.97959,6.68,A
460.37,80.49,3.28907,7.09297,5.5,A
460.68,91.78,3.27748,4.02721,9.38,A
460.99,81.44,3.45415,9.61451,9.23,A
461.3,82.29,3.2698,8.06803,11.29,A
461.61,82.96,3.20083,7.29705,6.77,A
461.61,82.96,3.20083,7.29705,6.77,A
461.92,72.87,3.21843,8.19501,12.92,A
462.23,83.91,3.23005,8.02721,12,A
462.54,100.02,3.23236,6.43084,12.92,A
462.86,96.02,3.24709,8.06349,18.96,A
463.17,100.48,3.27029,7.161,15.72,A
463.48,78.3,3.25174,8.63039,14.12,A
463.79,84.79,3.27574,7.80045,14.77,A
464.1,85.44,3.26026,8.33107,12,A
464.41,81.47,3.26336,9.2517,13.61,A
464.72,80.25,3.26257,8.91156,14.49,A
465.03,80.19,3.26643,9.02494,15.07,A
465.34,77.11,3.25174,9.12018,18.3,A
465.65,89.25,3.25329,8.98866,15.63,A
465.96,82.9,3.26026,8.91156,14.76,A
466.27,84.95,3.25405,8.81633,16.9,A
466.58,81.53,3.26723,8.30839,15.29,A
466.89,79.49,3.26798,8.49887,18.6,A
467.21,83.88,3.27419,9.55102,17.02,A
467.52,81.38,3.25871,8.64853,19.58,A
467.84,85.86,3.27419,8.63039,20.31,A
468.15,80.62,3.26333,8.87528,25.96,A
468.45,83.76,3.26026,9.36508,18.95,A
468.77,86.78,3.26412,9.02494,19.58,A
469.09,82.32,3.25405,8.72562,21.86,A
469.4,80.86,3.25947,8.53515,22.78,A
469.71,80.22,3.26102,8.33107,22.3,A
470.02,82.63,3.2796,8.78005,22.75,A
470.33,84.25,3.25716,7.31519,21.07,A
470.65,91.35,3.26257,8.06349,35.57,A
470.96,98.52,3.17691,4.62132,7.16,A
471.28,76.65,3.20246,6.5034,17.5,A
471.58,78.88,3.21029,5.80952,21.47,A
471.9,80.1,3.38026,6.35374,18.6,A
472.21,73.14,3.21022,6.53968,15.16,A
472.52,89.74,3.22309,6.52154,22.33,A
472.83,72.9,3.21843,6.76644,27.92,A
473.14,94.13,3.21533,6.76644,15.94,A
473.45,90.44,3.21843,6.8254,16.97,A
473.76,96.21,3.23702,6.53968,14.3,A
474.07,72.07,3.22464,6.53968,16.9,A
474.38,80.4,3.25019,7.02948,19.23,A
474.69,76.01,3.24553,6.53968,19.23,A
475,87.66,3.23471,6.37188,24.28,A
475.32,92.33,3.24709,6.29932,23.21,A
475.63,81.26,3.24167,6.80726,24.27,A
475.94,82.93,3.23391,7.4059,16.72,A
476.25,83.51,3.24088,6.35374,18.61,A
476.57,90.26,3.2525,6.95692,17.49,A
476.88,89.8,3.24637,6.9932,16.01,A
477.19,82.81,3.25988,7.07029,12,A
477.51,76.16,3.26533,5.97732,23.7,A
477.81,87.72,3.26999,7.04762,22.33,A
478.13,89.71,3.28857,7.29252,13.12,A
478.44,90.59,3.28782,6.78458,14.3,A
478.74,95.5,3.28471,6.46712,12.35,A
479.06,92.33,3.29944,6.87982,21.9,A
479.37,92.82,3.29247,6.6712,11.26,A
479.67,93.8,3.29634,6.76644,12.68,A
479.99,82.45,3.29713,8.04535,19.28,A
480.31,75.76,3.3033,7.78231,17.5,A
480.62,84.31,3.30179,7.87755,13.94,A
480.93,92.48,3.04979,5.89116,13.31,A
481.24,57.43,3.13099,8.92063,18,A
481.55,82.9,3.15116,9.26077,20.29,A
481.86,92.82,3.13413,8.2449,15.28,A
482.17,89.37,3.15582,8.31746,14.87,A
482.48,85.1,3.15896,7.79138,12.97,A
482.79,61,3.1861,7.7551,16.9,A
483.1,62.92,3.18538,8.43084,11.62,A
483.41,78.17,3.19704,8.14966,17.44,A
483.72,76.83,3.18701,7.7551,11.99,A
484.03,72.65,3.20866,8.35828,9.37,A
484.34,73.2,3.24341,6.90703,6.52,A
484.65,70.36,3.23645,8.62132,10.72,A
484.96,78.51,3.23721,8.05442,9.37,A
485.28,86.11,3.23104,8.95692,11.14,A
485.59,85.98,3.24341,7.41497,19.25,A
485.9,91.54,3.24031,10.52154,12.87,A
486.21,71.77,3.24569,6.73923,7.59,A
486.52,77.17,3.2341,6.30385,15.27,A
486.83,77.59,3.24262,6.53061,13.28,A
487.14,72.1,3.24807,6.38095,8.78,A
487.45,71.92,3.24728,7.09751,8.26,A
487.76,68.08,3.23721,8.28118,7.06,A
488.06,71.34,3.42935,8.29932,5.49,A
488.38,72.74,3.28524,7.22902,6.22,A
488.68,82.54,3.18444,7.28345,7.88,A
488.99,80.92,3.22025,7.94104,5.55,A
489.31,89.62,3.22967,1.90476,5.51,A
489.61,78.75,3.2413,4.19955,12.25,A
489.92,82.9,3.26764,6.04082,10.82,A
490.24,80.86,3.28857,7.82766,8.22,A
490.55,78.63,3.28471,8.39456,12.38,A
490.85,84.55,3.30943,6.05896,7.29,A
491.16,82.38,3.25837,7.86395,9.45,A
491.47,74.94,3.25682,7.95918,7.42,A
491.78,85.34,3.26613,7.91837,10.62,A
492.09,79.79,3.23278,8.57596,7.8,A
492.4,83.67,3.15332,8.35374,9.37,A
492.71,75.09,3.25557,8.44444,8.12,A
493.02,86.26,3.25636,7.69615,6.5,A
493.33,86.66,3.25401,7.86395,7.34,A
493.64,90.44,3.25947,5.77324,8.85,A
493.95,114.76,3.23081,7.78685,9.04,A
494.26,95.53,3.2215,5.92744,3.64,A
494.57,84.73,3.2207,6.20862,8.58,A
494.88,77.32,3.22074,7.65533,9.55,A
495.19,76.65,3.24243,6.99773,7.63,A
495.5,85.92,3.23777,7.18821,9.21,A
495.81,86.14,3.23391,6.26304,12.26,A
496.12,95.6,3.23236,7.58277,5.44,A
496.43,94.25,3.23312,6.90249,5.36,A
496.74,90.5,3.21684,7.45125,6.69,A
497.06,94.95,3.21453,5.81406,13.28,A
497.37,94.1,3.2215,6.28118,21.45,A
497.68,86.9,3.2215,6.34014,14.48,A
497.99,88.55,3.20988,6.2449,12.66,A
498.3,94.62,3.22615,7.20635,11.26,A
498.61,95.29,3.22771,8.29478,11.96,A
498.92,91.29,3.22691,7.78685,6.89,A
499.23,97.3,3.21608,7.63719,7.92,A
499.54,102.15,3.21919,6.0771,11.04,A
499.85,92.21,3.21995,9.06576,15.04,A
500.16,87.11,3.25788,8.0907,14.71,A
500.47,77.59,3.26564,8.06803,9.53,A
500.78,57.09,3.28187,8.63492,9.71,A
501.09,53.86,3.27181,8.10884,16.41,A
501.4,57.09,3.27415,7.97732,14.68,A
501.71,82.48,3.28032,8.31293,11.5,A
502.02,73.66,3.26564,10.19501,11.48,A
502.33,74.27,3.28032,10.17687,11.74,A
502.64,77.69,3.27105,9.66893,9.3,A
502.96,54.94729175,2.39045,9.36961,15.17,A
503.27,80.16,3.27646,9.93197,20.29,A
503.58,75.92,2.79553,10.21315,11.04,A
503.9,76.37,3.26874,9.55556,11.27,A
504.21,103.65,3.26874,9.3288,12.13,A
504.52,67.74,3.16108,11.30612,14.77,A
504.84,60.17,3.26253,11.3424,19.61,A
505.15,71.61,2.28048,10.25397,18.34,A
505.47,95.23,3.19826,9.76417,10.73,A
505.78,81.44,3.09291,9.55556,10.42,A
506.09,116.83,3.04025,6.75283,8.33,A
506.4,89.65,2.19838,9.31066,18.3,A
506.71,82.75,3.01625,11.09751,10.62,A
507.02,79.24,3.20677,10.60771,11.86,A
507.33,82.08,3.20367,10.89342,11.61,A
507.64,94.07,3.1967,10.89342,11.37,A
507.95,89.28,2.98218,11.0068,14.21,A
508.27,84.76,3.01701,10.87528,12.86,A
508.58,92.33,2.69093,10.08163,11.73,A
508.89,99.1,3.12081,11.04308,9.87,A
509.2,88.4,3.24391,10.27211,9.14,A
509.51,86.38,2.40143,10.30839,13.94,A
509.82,89.37,2.50704,11.11565,11.84,A
510.13,81.19,2.9502,10.31293,9.86,A
510.44,77.11,3.26541,10.839,10.83,A
510.75,72.32,3.26776,10.68934,10.93,A
511.06,75.49,3.25538,10.98866,9.87,A
511.37,64.75,3.27707,10.61224,11.15,A
511.69,68.96,3.274,10.46259,9.5,A
512,80.74,3.17089,10.74376,12.97,A
512.31,83.64,3.00853,11.161,11.27,A
512.62,87.33,3.11149,11.0839,12.39,A
512.93,77.69,3.1548,11.161,10.93,A
513.24,92.12,3.13932,11.5737,13.94,A
513.55,84.43,3.19046,10.87528,11.74,A
513.86,96.97,2.86514,11.2517,12.25,A
514.18,92.51,3.21366,11.26984,10.23,A
514.49,82.87,2.93797,11.0068,12.72,A
514.79,67.71,3.21211,11.17914,16.65,A
515.11,65.36,3.02549,10.63039,17.77,A
515.42,75.64,2.66765,11.04762,15.5,A
515.72,72.04,2.58479,11.31066,10.04,A
516.03,72.04,3.16101,10.53515,8.91,A
516.35,76.13,3.23459,10.82086,9.14,A
516.65,87.85,3.22453,10.70748,10.04,A
516.96,52.3,3.08977,11.2517,12.97,A
517.27,72.77,3.19818,10.9161,9.37,A
517.58,74.64,3.21525,10.4263,10.93,A
517.89,81.71,3.22066,11.36508,10.23,A
518.2,75.95,3.22377,11.85488,8.38,A
518.51,102.31,2.9248,11.4059,9.06,A
518.82,90.96,3.22839,11.21542,9.69,A
519.13,95.72,3.22453,12.00454,8.22,A
519.44,92.91,3.22839,10.87528,8.98,A
519.75,82.93,3.17494,9.82313,7.78,A
520.06,83.15,3.16797,10.44444,8.2,A
520.37,80.86,3.16952,11.5737,12.39,A
520.68,86.2,3.16873,11.68707,10.14,A
520.99,85.41,3.16487,10.64853,9.61,A
521.3,85.37,3.17338,10.74376,11.5,A
521.61,86.32,3.16721,10.68934,13.44,A
521.92,86.87,3.16101,10.93424,12.09,A
522.22,82.57,3.17649,10.46259,11.62,A
522.54,91.84,3.17183,10.36735,8.71,A
522.85,83.45,3.15945,10.80272,11.5,A
523.15,89.74,3.17338,10.57596,13.78,A
523.47,91.84,3.15866,10.6712,6.52,A
523.78,86.11,3.16952,10.29478,11.05,A
524.08,92.97,3.1618,11.72336,8.2,A
524.4,91.32,3.15094,11.161,8.42,A
524.71,88.43,3.16332,10.97052,11.15,A
525.01,88.3,3.15018,11.04762,13.27,A
525.32,91.96,3.15635,11.21542,12,A
525.64,85.65,3.19352,10.70748,9.96,A
525.95,88.58,3.17649,11.12018,10.24,A
526.26,85.04,3.17494,11.53741,10.52,A
526.57,85.04,3.17028,10.95238,11.74,A
526.88,79.82,3.16487,11.68707,11.94,A
527.19,84.22,3.16721,11.06576,10.43,A
527.5,80.89,3.15404,11.0839,9.37,A
527.81,83.06,3.15404,11.36508,8.28,A
528.12,84.25,3.14783,11.12018,10.63,A
528.44,82.51,3.20053,11.81859,8.55,A
528.74,87.33,3.16256,10.19955,8.64,A
529.06,75.7,3.15529,10.80272,9.88,A
529.38,82.14,3.16146,11.4966,9.24,A
529.68,80.37,3.15374,10.98866,18.3,A
529.99,85.65,3.1545,10.4263,12.12,A
530.3,78.54,3.1568,11.02494,11.99,A
530.61,85.77,3.15294,11.42404,9.45,A
530.92,80.13,3.15063,10.27211,10.72,A
531.23,75.86,3.1607,10.48073,13.6,A
531.54,72.65,3.15139,10.61224,12.82,A
531.85,81.04,3.14674,10.18141,21.06,A
532.17,78.63,3.14674,10.4263,22.75,A
532.48,80.28,3.14443,10.5941,20.67,A
532.79,97.7,3.14598,10.70748,17.43,A
533.11,90.26,3.14518,10.36735,18.95,A
533.41,87.21,3.14984,10.25397,16.17,A
533.72,87.05,3.14443,10.19955,10.23,A
534.04,84.79,3.14443,10.53515,7.85,A
534.34,84.95,3.14522,10.57596,19.92,A
534.65,65.36,3.14132,9.85941,19.93,A
534.96,88.09,3.13667,10.78005,17.43,A
535.27,87.94,3.13822,11.0068,19.58,A
535.58,74.12,3.13511,10.82086,10.13,A
535.89,73.87,3.13125,9.89569,10.82,A
536.2,74.57,3.13125,11.10204,18.56,A
536.51,77.32,3.1266,10.5941,12.53,A
536.82,87.54,3.13436,10.82086,12.63,A
537.14,78.6,3.12739,10.23583,15.15,A
537.45,88.76,3.1266,10.38549,14.4,A
537.76,66.76,3.12739,10.839,10.59,A
538.07,89.37,3.12505,10.85714,12.67,A
538.38,92.45,3.11653,11.31066,11.26,A
538.69,102.09,3.17267,10.64853,11.86,A
539,102.95,3.17497,10.5941,12.82,A
539.31,90.59,3.16491,10.4263,14.04,A
539.62,95.72,3.1626,11.12018,14.49,A
539.93,50.01,3.13474,10.48073,12,A
540.24,77.81,3.13704,10.7619,9.88,A
540.56,97.43,3.13163,11.44218,8.29,A
540.87,89.4,3.14481,10.93424,12.97,A
541.18,93.52,3.14632,10.44444,11.5,A
541.49,84.73,3.13629,10.68934,9.22,A
541.8,87.24,3.13239,10.53515,8.14,A
542.12,89.16,3.15253,11.17914,7.37,A
542.43,108.44,3.14091,10.40363,15.94,A
542.74,99.78,3.15177,10.31293,12.12,A
543.05,97.43,3.13084,10.87528,10.93,A
543.36,83.3,3.15022,10.15873,10.14,A
543.67,86.29,3.13239,10.36735,14.77,A
543.98,71.61,3.13394,10.00907,13.44,A
544.29,74.57,3.15328,10.9161,8.78,A
544.6,65.73,3.1177,10.34921,11.04,A
544.91,70.58,3.13935,10.839,8.92,A
545.22,66.79,3.12777,10.51701,10.14,A
545.53,78.48,3.12698,10.839,10.83,A
545.84,82.35,3.12622,10.34921,7.58,A
546.15,74.67,3.13704,10.78005,10.73,A
546.46,77.41,3.13549,11.13832,10.62,A
546.77,80.19,3.11535,10.15873,7.96,A
547.08,81.8,3.12311,10.87528,7.34,A
547.38,86.63,3.12542,11.12018,5.26,A
547.7,78.75,3.12001,11.38322,5.16,A
548,77.66,3.14685,10.98866,7.06,A
548.31,76.07,3.14295,9.72789,3.91,A
548.62,87.88,3.13053,10.839,5.28,A
548.93,74.15,3.12667,10.08617,12.49,A
549.24,83.21,3.12822,10.68934,11.05,A
549.56,85.56,3.13519,11.38322,9.56,A
549.87,94.53,3.14295,11.2517,5.55,A
550.18,89.4,3.14295,11.70522,3.49,A
550.49,84.37,3.13754,10.04989,3.28,A
550.8,88.4,3.13909,10.36735,4.5,A
551.11,91.72,3.14219,9.97279,7.97,A
551.42,91.66,3.14064,10.4263,15.95,A
551.73,84.98,3.1414,9.69161,5.69,A
552.04,89.37,3.13909,10.36735,7.34,A
552.35,89.07,3.13443,10.4263,11.87,A
552.65,92.91,3.13674,9.85941,12.83,A
552.97,78.45,3.13599,10.4263,9.88,A
553.28,78.36,3.12743,10.70748,9.62,A
553.59,86.41,3.12046,10.31293,9.38,A
553.9,81.13,3.11891,10.57596,12.02,A
554.22,79.94,3.12126,11.2517,10.24,A
554.53,86.66,3.12126,10.31293,10.33,A
554.84,86.69,3.12126,11.0839,8.39,A
555.15,81.53,3.12126,10.7619,9.22,A
555.46,81.26,3.12747,10.97052,8.88,A
555.78,77.5,3.12592,10.23583,7.52,A
556.09,79.79,3.1205,10.63039,8.65,A
556.4,90.56,3.12592,9.72789,7.69,A
556.72,80.16,3.12516,11.04762,7.28,A
557.03,75.55,3.12826,9.91383,7.24,A
557.34,82.32,3.13368,10.18141,8.45,A
557.65,83.06,3.15071,8.31293,5.78,A
557.96,102.58,2.93487,9.57823,9.07,A
558.27,95.23,3.20817,9.44671,8.64,A
558.58,96.91,3.21052,9.65079,8.08,A
558.89,54.94729175,3.24379,3.04308,5.62,A
559.21,117.96,3.26083,8.4263,12.16,A
559.52,91.96,3.31969,10.98866,10.06,A
559.84,100.93,3.30807,9.08844,7.92,A
560.14,88.4,3.30886,8.76644,8.06,A
560.46,85.44,3.3011,8.97506,9.46,A
560.77,87.54,3.27786,11.10204,7.47,A
561.08,104.81,3.274,9.51927,6.13,A
561.39,54.94729175,3.26779,7.57823,6.28,A
561.7,81.56,3.27169,10.4263,6.72,A
562.01,109.93,3.27324,9.44671,4.77,A
562.32,80.71,3.29028,10.04989,7.41,A
562.63,81.93,3.27169,10.08617,9.97,A
562.94,110.12,3.30035,9.70975,11.49,A
563.26,54.94729175,3.30886,2.81633,7.52,A
563.57,102.64,3.31197,10.63039,5.47,A
563.89,104.66,3.31583,9.66893,9.48,A
564.2,111.09,3.30886,11.4966,12.1,A
564.51,54.94729175,3.298,7.50567,6.72,A
564.83,100.23,3.24455,10.21769,17.24,A
565.14,113.11,3.29259,11.80045,14.04,A
565.46,114.97,3.28793,8.87982,7.34,A
565.76,113.11,3.29259,8.5034,11.38,A
566.07,105.91,3.28487,9.29252,15.05,A
566.39,54.94729175,3.28793,3.81406,5.75,A
566.71,112.35,3.29104,8.3356,7.33,A
567.02,98.74,3.298,10.00907,11.16,A
567.35,99.07,3.29724,9.29252,10.01,A
567.7,54.94729175,2.711315497,10.70748,13.45,A
567.7,54.94729175,2.711315497,10.70748,13.45,A
568.01,75.89,3.17183,7.35601,21.92,A
568.32,94.71,3.18728,6.77098,7.44,A
568.63,75.76,3.15942,8.53968,9.29,A
568.94,64.63,3.16407,8.76644,7.34,A
569.25,77.9,3.15942,8.37188,6.1,A
569.56,80.46,3.16407,8.37188,7.54,A
569.87,88.4,3.17335,9.27438,6.37,A
570.18,89.25,3.18345,10.04989,6.52,A
570.49,71.98,3.19659,10.63039,6.46,A
570.8,79.85,3.19894,10.4263,8.14,A
571.11,113.78,3.18576,9.97279,7.38,A
571.42,81.74,3.19579,10.4263,5.24,A
571.73,91.93,3.19659,11.19728,8.08,A
572.04,88.3,3.22525,10.06803,8.51,A
572.35,91.66,3.27559,10.64853,9.37,A
572.66,97.79,3.26783,11.36508,9.47,A
572.97,93.67,3.23221,8.73016,10.05,A
573.29,96.72,3.23376,9.46485,8.82,A
573.59,98.71,3.21518,9.56009,11.16,A
573.9,94.99,3.22059,9.61451,9.09,A
574.22,96.91,3.21748,9.89569,7.53,A
574.53,67.43,3.21052,10.14059,9.07,A
574.84,74.91,3.23376,9.78231,9.22,A
575.15,96.11,3.22059,9.69161,12.53,A
575.46,54.94729175,3.226,9.4059,8.85,A
575.78,54.94729175,3.21673,8.9161,15.57,A
576.09,98.4,3.20511,9.66893,8.45,A
576.39,96.27,3.21518,9.46485,10.52,A
576.71,76.92,3.21904,9.93651,8.14,A
577.02,98.4,3.21904,10.10431,7.15,A
577.32,92.03,3.2229,10.36735,7.97,A
577.63,96.36,3.22142,9.21995,12.44,A
577.94,82.32,3.25163,9.25624,8.48,A
578.26,89.52,3.2408,9.56009,14.76,A
578.57,95.14,3.22763,9.33333,10.62,A
578.88,86.08,3.23304,10.15873,10.53,A
579.19,88.67,3.19897,9.31519,11.87,A
579.5,91.45,3.18504,10.12245,8.95,A
579.81,79.79,3.18349,8.95692,9.07,A
580.12,98.4,3.17728,9.82313,7.01,A
580.43,71.22,3.17653,7.05215,5.12,A
580.75,59.29,3.19046,8.35374,3.56,A
581.06,80.71,3.18739,8.86168,5.71,A
581.38,82.48,3.19742,8.93424,5.01,A
581.69,75.86,3.17111,7.91837,5.42,A
582,71.31,3.18739,7.22449,10.43,A
582,71.31,3.18739,7.22449,10.43,A
582.32,85.59,3.29418,7.63719,14.78,A
582.63,74.21,3.23535,8.12698,9.07,A
582.94,80.77,3.24232,8.95692,4.79,A
583.25,96.82,3.2369,6.78912,3.91,A
583.56,76.56,3.23766,9.61451,6.69,A
583.88,82.6,3.24152,9.69161,7.38,A
584.19,66.67,3.26787,9.85941,5.87,A
584.5,106.76,3.15556,4.96145,3.74,A
584.81,82.78,3.16642,9.36961,5.17,A
585.12,88.76,3.17104,8.9932,6.44,A
585.43,76.59,3.16949,7.50567,5.64,A
585.74,92.57,3.16873,9.4059,6.8,A
586.05,77.96,3.19508,9.4059,3.73,A
586.35,83.48,3.20359,9.10658,7.24,A
586.67,71,3.21677,8.53968,5.62,A
586.98,75.4,3.23459,2.66667,9.45,A
587.29,115.91,3.25239,5.97732,3.44,A
587.6,81.44,3.2818,8.12698,5.84,A
587.91,95.6,3.25163,8.8254,5.07,A
588.22,69.81,3.26015,11.0068,6.34,A
588.53,70.82,3.24232,9.72789,7.2,A
588.84,84.79,3.24311,5.90476,12.80415812,A
589.15,92.97,3.21521,8.55782,6.19,A
589.46,80.68,3.21521,9.74603,6.97,A
589.77,102.49,3.22528,4.04082,2.15,A
590.09,88.46,3.22218,8.55782,5.24,A
590.4,82.84,3.2129,8.53968,4.71,A
590.72,83.51,3.21135,9.50113,6.07,A
591.03,86.66,3.21521,8.59864,6.1,A
591.34,92.18,3.21677,7.60091,5.71,A
591.65,75.46,3.2098,10.89342,5.79,A
591.96,85.62,3.20825,8.5805,4.36,A
592.28,83.21,3.19663,10.00907,4.48,A
592.59,79.79,3.25314,10.68934,6.32,A
592.9,94.83,3.24077,8.52154,6.3,A
593.22,96.27,3.25549,9.95465,6.81,A
593.53,95.84,3.2547,10.06803,7.25,A
593.83,116.56,3.25394,10.21769,4.56,A
594.15,92.85,3.29111,10.10431,4.98,A
594.46,109.11,3.27949,10.08617,4.57,A
594.77,92.51,3.27018,10.89342,6.24,A
595.08,106.3,3.2617,10.49887,7.49,A
595.39,88.64,3.25935,10.38549,7.34,A
595.7,86.38,3.2578,10.72562,6.13,A
596.02,84.46,3.26866,11.21542,8.24,A
596.33,88.94,3.25935,11.21542,8.46,A
596.64,76.25,3.27022,8.9932,8.42,A
596.95,83.76,3.2617,9.38776,14.58,A
597.27,76.68,3.1668,8.72109,10.53,A
597.58,84.58,3.19708,10.56689,8.45,A
597.89,90.9,3.2173,9.09751,5.4,A
598.2,87.45,3.22736,10.11338,5.07,A
598.52,54.94729175,3.22967,4.61224,3.86,A
598.84,90.41,3.24595,11.07483,7.57,A
599.15,95.11,3.2483,10.43537,4.34,A
599.46,89.52,3.24209,9.79138,6.6,A
599.77,77.72,3.24985,11.8458,5.31,A
600.08,78.94,3.25992,10.73469,5.69,A
600.39,87.21,3.2762,9.52834,8.68,A
600.7,99.71,3.26768,10.2449,10.73,A
601.01,82.84,3.2723,11.18821,4.13,A
601.32,86.17,3.2723,10.34014,2.59,A
601.63,94.07,3.26613,10.60317,5.26,A
601.94,98.16,3.26768,10.2449,6.31,A
602.25,75.28,3.26613,12.77098,5.28,A
602.57,93.09,3.29403,11.52834,5.96,A
602.89,88.06,3.3002,12.07256,10.07,A
603.2,97.09,3.27464,10.73469,6.81,A
603.51,116.43,3.26071,12.12698,7.07,A
603.83,105.14,3.25606,11.90476,12.80415812,A
604.14,104.17,3.27309,11.90476,6.03,A
604.45,109.75,3.27851,13.65533,9.18,A
604.79,113.78,3.2762,12.92063,10.53,A
605.1,113.41,3.28085,13.57823,8.86,A
605.41,103.59,3.28861,11.79138,12.78,A
605.73,106.33,3.3041,14.12698,12.73,A
606.04,111.61,3.29558,11.75057,13.45,A
606.36,109.72,3.29868,13.05215,14.97,A
606.67,54.94729175,3.30796,12.05442,11.13,A
607,54.94729175,3.30179,13.95465,9.27,A
607.31,89.34,3.14867,11.678,8.58,A
607.62,90.1,3.16805,12.63946,10.05,A
607.92,89.31,3.17812,12.26304,7.24,A
608.24,91.14,3.15257,11.65986,7.05,A
608.54,96.42,3.17036,11.46939,4.75,A
608.85,94.47,3.15177,12.12698,6.3,A
609.16,90.2,3.15022,11.58277,7.19,A
609.16,90.2,3.15022,11.58277,7.19,A
609.48,54.94729175,3.17812,7.75964,6.81,A
609.79,108.17,3.17581,9.22902,7.11,A
610.1,85.28,3.19826,12.24036,6.53,A
610.41,111.92,3.18277,11.11111,4.51,A
610.73,82.54,3.18353,11.9229,7.2,A
611.03,83.33,3.15332,8.30385,5.55,A
611.34,54.94729175,3.15722,6.53515,19.23,A
611.65,54.94729175,3.15877,6.51701,17.15,A
611.96,73.29,3.15177,11.30159,4.51,A
612.27,109.14,3.17426,10,6.3,A
612.58,116.59,3.14481,7.68254,3.73,A
612.89,117.26,3.15332,10.4898,7.24,A
613.2,113.72,3.15332,9.26531,7.01,A
613.51,118.23,3.15022,9.26531,9.37,A
613.82,111.43,3.15643,8.75737,11.04,A
614.13,92.79,3.15487,9.73696,7.91,A
614.44,118.75,3.14791,7.64626,10.23,A
614.75,109.26,3.15874,10.2449,11.36,A
615.06,101,3.17501,11.46939,10.52,A
615.37,117.84,3.15798,9.15193,8.99,A
615.68,99.44,3.15332,11.05669,10.62,A
615.99,109.42,3.1487,8.62585,7.1,A
616.3,103.83,3.15101,8.94785,13.77,A
616.61,107.65,3.22509,8.60771,7.53,A
616.92,106.91,3.23906,9.45578,7.64,A
617.23,106.43,3.25148,9.56916,9.07,A
617.54,116.01,3.25454,6.14059,5.33,A
617.85,110.55,3.25379,7.06122,16.4,A
618.16,116.28,3.2561,7.0068,13.11,A
618.47,117.1,3.2592,8.39909,11.86,A
618.79,101.06,3.25379,9.8322,5.98,A
619.1,102.89,3.25454,8.92517,6.23,A
619.41,103.44,3.24993,8.83447,6.37,A
619.72,101.51,3.24372,10.20862,8.58,A
620.03,108.38,3.24603,7.26984,8.86,A
620.34,98.49,3.23906,7.79592,11.38,A
620.65,95.75,3.24682,6.38549,7.44,A
620.96,100.29,3.23906,9.79138,12.68,A
621.26,95.26,3.24061,9.47392,6.93,A
621.58,100.78,3.24217,9.30612,4.91,A
621.88,111.74,3.24837,11.05669,5.81,A
622.2,111.37,3.23827,8.77551,3.32,A
622.51,104.26,3.24372,9.02041,8.58,A
622.82,98.01,3.24292,8.13605,6.97,A
623.13,116.53,3.23675,8.75737,6.93,A
623.44,112.92,3.23751,7.38322,6.89,A
623.75,112.8,3.24447,9.65986,8.92,A
624.07,105.36,3.24217,13.56009,8.27,A
624.38,92.15,3.23906,10.73469,6.94,A
624.69,117.47,3.2383,10.68027,13.39,A
625.01,107.13,3.24993,13.48299,9.47,A
625.32,119.61,3.24527,10.63946,7.03,A
625.64,117.93,3.24372,13.33333,9.64,A
625.95,110.3,3.20053,9.49206,6.22,A
626.26,112.47,3.20439,9.73696,13.38,A
626.56,99.71,3.19432,10.97959,7.91,A
626.87,110.7,3.17263,9.71882,5.94,A
627.18,97.67,3.15098,10.88435,6.12,A
627.49,112.59,3.13546,11.45125,5.02,A
627.79,103.31,3.16025,10.19048,5.02,A
628.1,107.89,3.1378,10.50794,6.99,A
628.4,109.72,3.20287,10.62132,8.86,A
628.7,106.06,3.20984,10.01814,7.46,A
629.01,108.53,3.18349,11.41497,4.5,A
629.31,82.78,3.19125,11.56463,4.25,A
629.63,111.95,3.20439,11.63719,7.21,A
629.93,90.59,3.21525,12.46712,5.69,A
630.24,99.62,3.23925,10.60317,6.09,A
630.55,82.75,3.20053,9.7551,8.04,A
630.86,92.21,3.20208,7.92744,11.4,A
631.17,99.68,3.19897,9.56916,9.81,A
